Name,Assigned Male,Year,Assigned Female,Total
Gordon,362.0,1976,1.0,363.0
Noel,12.0,1976,1.0,13.0
Brett,11.0,1976,,
Aidan,10.0,1976,,
Elliot,10.0,1976,,
Mohammad,12.0,1976,,
Julian,10.0,1976,,
Ronnie,10.0,1976,,
Ben,9.0,1976,,
Jan,10.0,1976,25.0,35.0
Kerr,9.0,1976,,
Luke,12.0,1976,,
Kyle,12.0,1976,,
Rory,18.0,1976,,
Evan,17.0,1976,,
Lewis,17.0,1976,,
Leon,16.0,1976,,
Marcus,15.0,1976,,
Jack,14.0,1976,,
Laurence,13.0,1976,,
Shane,13.0,1976,,
Blair,12.0,1976,,
Innes,12.0,1976,,
Leigh,14.0,1976,118.0,132.0
Kris,9.0,1976,1.0,10.0
Billy,6.0,1976,,
Chris,6.0,1976,2.0,8.0
Darryl,6.0,1976,,
Drew,6.0,1976,,
Finlay,6.0,1976,,
Jay,6.0,1976,4.0,10.0
Leighton,6.0,1976,,
Max,6.0,1976,,
Nairn,6.0,1976,,
Ruairidh,6.0,1976,,
Sam,6.0,1976,,
Sandy,6.0,1976,,
Moray,9.0,1976,,
Leo,7.0,1976,,
Robbie,9.0,1976,,
Danny,8.0,1976,,
Dylan,8.0,1976,,
Kieran,8.0,1976,,
Kieron,8.0,1976,,
Kristian,8.0,1976,1.0,9.0
Mathew,7.0,1976,,
Toby,8.0,1976,,
Ali,7.0,1976,,
Ashley,7.0,1976,45.0,52.0
Mohammed,8.0,1976,,
Glenn,19.0,1976,,
Christian,20.0,1976,4.0,24.0
Alexander,330.0,1976,1.0,331.0
Peter,323.0,1976,,
Kenneth,303.0,1976,,
Simon,285.0,1976,,
Allan,261.0,1976,,
Darren,261.0,1976,,
George,259.0,1976,1.0,260.0
Douglas,245.0,1976,1.0,246.0
Jason,223.0,1976,,
Lee,221.0,1976,209.0,430.0
Gavin,217.0,1976,,
Jonathan,191.0,1976,,
Graham,341.0,1976,,
Stewart,189.0,1976,,
Matthew,172.0,1976,,
Joseph,164.0,1976,,
Daniel,155.0,1976,,
Nicholas,145.0,1976,,
Grant,144.0,1976,,
Ryan,142.0,1976,,
Alistair,134.0,1976,,
Donald,132.0,1976,,
Charles,130.0,1976,,
Duncan,122.0,1976,,
Jamie,177.0,1976,2.0,179.0
Garry,120.0,1976,,
Graeme,348.0,1976,,
Iain,373.0,1976,,
David,1744.0,1976,1.0,1745.0
John,1374.0,1976,1.0,1375.0
Paul,1146.0,1976,1.0,1147.0
James,1136.0,1976,,
Andrew,983.0,1976,,
Steven,975.0,1976,,
Scott,964.0,1976,,
Mark,893.0,1976,,
Robert,757.0,1976,,
Stephen,732.0,1976,,
Craig,720.0,1976,,
Christopher,695.0,1976,1.0,696.0
Stuart,693.0,1976,,
William,647.0,1976,,
Michael,645.0,1976,,
Kevin,605.0,1976,,
Colin,565.0,1976,,
Brian,527.0,1976,,
Derek,519.0,1976,1.0,520.0
Neil,485.0,1976,,
Richard,481.0,1976,1.0,482.0
Martin,450.0,1976,,
Gary,418.0,1976,,
Ross,403.0,1976,,
Thomas,377.0,1976,,
Ian,376.0,1976,,
Alan,689.0,1976,,
Bryan,105.0,1976,,
Gareth,41.0,1976,,
Dean,40.0,1976,,
Aaron,37.0,1976,,
Adrian,36.0,1976,,
Callum,34.0,1976,,
Barrie,33.0,1976,1.0,34.0
Dale,29.0,1976,3.0,32.0
Campbell,43.0,1976,,
Leslie,29.0,1976,6.0,35.0
Dominic,23.0,1976,,
Lindsay,22.0,1976,106.0,128.0
Austin,21.0,1976,,
Terry,21.0,1976,2.0,23.0
Liam,44.0,1976,,
Samuel,47.0,1976,,
Ewan,105.0,1976,,
Fraser,98.0,1976,,
Euan,96.0,1976,,
Bruce,89.0,1976,,
Francis,74.0,1976,,
Adam,68.0,1976,,
Sean,68.0,1976,,
Calum,63.0,1976,,
Robin,59.0,1976,1.0,60.0
Angus,54.0,1976,,
Cameron,53.0,1976,,
Shaun,51.0,1976,,
Marc,68.0,1976,,
Keiran,2.0,1976,1.0,3.0
Kelly,2.0,1976,240.0,242.0
Kerrin,2.0,1976,1.0,3.0
Kai,2.0,1976,,
Man,2.0,1976,,
Marshall,2.0,1976,,
Raja,2.0,1976,,
Ka,2.0,1976,1.0,3.0
Felix,2.0,1976,,
Gabriel,2.0,1976,,
Jude,2.0,1976,,
Jerry,2.0,1976,,
Jodie,2.0,1976,2.0,4.0
Reuben,2.0,1976,,
Rikki,2.0,1976,,
Aiden,1.0,1976,,
Ainsley,1.0,1976,5.0,6.0
Ainslie,1.0,1976,2.0,3.0
Alexandra,1.0,1976,45.0,46.0
Alfie,1.0,1976,,
Ruari,2.0,1976,,
Sandeep,2.0,1976,1.0,3.0
Shawn,2.0,1976,,
Sydney,2.0,1976,,
Wallace,2.0,1976,,
Taylor,2.0,1976,,
Elliott,2.0,1976,,
Nikki,4.0,1976,8.0,12.0
Struan,4.0,1976,,
Tommy,4.0,1976,,
Alex,3.0,1976,1.0,4.0
Arran,3.0,1976,,
Arron,3.0,1976,,
Brodie,3.0,1976,1.0,4.0
Chi,3.0,1976,,
Clarke,3.0,1976,,
Bobby,3.0,1976,,
Maxwell,4.0,1976,,
Lorne,4.0,1976,2.0,6.0
Daryl,5.0,1976,1.0,6.0
Keir,5.0,1976,,
Mitchell,5.0,1976,,
Nicky,5.0,1976,,
Niki,5.0,1976,2.0,7.0
Ray,5.0,1976,1.0,6.0
Louis,4.0,1976,,
Bryce,4.0,1976,,
Darrell,4.0,1976,,
Jesse,4.0,1976,,
Jody,4.0,1976,6.0,10.0
Joel,4.0,1976,,
Laurie,4.0,1976,6.0,10.0
Ellis,3.0,1976,1.0,4.0
Finn,3.0,1976,,
Andrea,2.0,1976,147.0,149.0
Blythe,2.0,1976,,
Casey,2.0,1976,1.0,3.0
Ciaran,2.0,1976,,
Jaime,3.0,1976,16.0,19.0
Joe,3.0,1976,,
Lyle,3.0,1976,,
Morgan,3.0,1976,,
Nicol,3.0,1976,,
Rowan,3.0,1976,5.0,8.0
Spencer,3.0,1976,,
Deryn,,1976,1.0,
Deniz,,1976,1.0,
Dayle,,1976,1.0,
Dara,,1976,1.0,
Danni,,1976,1.0,
Iman,,1976,1.0,
Hope,,1976,1.0,
Daniella,,1976,1.0,
Aynsley,,1976,1.0,
Aubrey,,1976,1.0,
Ciara,,1976,1.0,
Corin,,1976,1.0,
Nico,,1976,1.0,
Keeley,,1976,1.0,
Kiran,,1976,1.0,
Joni,,1976,1.0,
Johann,,1976,1.0,
Karis,,1976,1.0,
Cindy,,1976,10.0,
Monica,,1976,11.0,
Lesley-Anne,,1976,11.0,
Johan,,1976,8.0,
Dana,,1976,8.0,
Amber,,1976,8.0,
Rose,,1976,9.0,
Katy,,1976,9.0,
Alana,,1976,8.0,
Kirstine,,1976,11.0,
Sharlene,,1976,14.0,
Nadine,,1976,14.0,
Lara,,1976,14.0,
Kerrie,,1976,14.0,
Sophie,,1976,15.0,
Josephine,,1976,15.0,
Jessica,,1976,11.0,
Jade,,1976,11.0,
Grace,,1976,12.0,
Linsey,,1976,13.0,
Lea,,1976,13.0,
Marnie,,1976,8.0,
Olivia,,1976,8.0,
Terri,,1976,6.0,
Abbie,,1976,5.0,
Sian,,1976,5.0,
Rebekah,,1976,5.0,
Freya,,1976,5.0,
Rae,,1976,5.0,
Gemma,,1976,7.0,
Amelia,,1976,7.0,
Sheryl,,1976,8.0,
Sasha,,1976,8.0,
Erin,,1976,6.0,
Alix,,1976,6.0,
Anna,,1976,74.0,
Jillian,,1976,79.0,
Zoe,,1976,80.0,
Janet,,1976,81.0,
Kirsteen,,1976,82.0,
Katrina,,1976,85.0,
Rachel,,1976,88.0,
Patricia,,1976,104.0,
Debbie,,1976,110.0,
Ruth,,1976,119.0,
Jill,,1976,119.0,
Paula,,1976,122.0,
Natalie,,1976,74.0,
Vicky,,1976,53.0,
Frances,,1976,53.0,
Sara,,1976,54.0,
Sally,,1976,54.0,
Katherine,,1976,57.0,
Kathryn,,1976,58.0,
Kirsten,,1976,61.0,
Lindsey,,1976,62.0,
Christina,,1976,63.0,
Barbara,,1976,66.0,
Allison,,1976,68.0,
Rebecca,,1976,69.0,
Cheryl,,1976,69.0,
Maureen,,1976,59.0,
Ann,,1976,127.0,
Melanie,,1976,135.0,
Tracy,,1976,283.0,
Emma,,1976,301.0,
Joanne,,1976,311.0,
Deborah,,1976,319.0,
Lynn,,1976,321.0,
Lesley,,1976,323.0,
Jacqueline,,1976,344.0,
Lisa,,1976,366.0,
Lorraine,,1976,275.0,
Laura,,1976,445.0,
Donna,,1976,454.0,
Louise,,1976,458.0,
Sharon,,1976,486.0,
Michelle,,1976,494.0,
Gillian,,1976,524.0,
Julie,,1976,538.0,
Jennifer,,1976,540.0,
Angela,,1976,672.0,
Nicola,,1976,839.0,
Amanda,,1976,376.0,
Margaret,,1976,264.0,
Heather,,1976,262.0,
Carol,,1976,252.0,
Marie,,1976,145.0,
Shona,,1976,149.0,
Samantha,,1976,150.0,
Christine,,1976,156.0,
Mary,,1976,163.0,
Clare,,1976,171.0,
Anne,,1976,185.0,
Tracey,,1976,187.0,
Jane,,1976,201.0,
Pamela,,1976,210.0,
Kerry,,1976,216.0,
Victoria,,1976,219.0,
Linda,,1976,221.0,
Catherine,,1976,232.0,
Helen,,1976,238.0,
Lorna,,1976,249.0,
Stacey,,1976,22.0,
Eilidh,,1976,23.0,
Kellie,,1976,25.0,
Isla,,1976,22.0,
Joy,,1976,16.0,
Danielle,,1976,16.0,
Sarah-Jane,,1976,18.0,
Katie,,1976,18.0,
Hayley,,1976,18.0,
Amy,,1976,19.0,
Leona,,1976,18.0,
Lauren,,1976,26.0,
Theresa,,1976,35.0,
Lyndsay,,1976,35.0,
Kimberley,,1976,35.0,
Siobhan,,1976,37.0,
Jean,,1976,38.0,
Valerie,,1976,42.0,
Lyndsey,,1976,45.0,
Michele,,1976,47.0,
Eleanor,,1976,32.0,
Iona,,1976,26.0,
Agnes,,1976,26.0,
Kate,,1976,27.0,
Alexis,,1976,27.0,
Kirstin,,1976,28.0,
Jayne,,1976,29.0,
Melissa,,1976,30.0,
Natasha,,1976,31.0,
Leah,,1976,31.0,
Tanya,,1976,32.0,
Kim,,1976,49.0,
Islay,,1976,2.0,
Hanna,,1976,2.0,
Kendal,,1976,2.0,
Jodi,,1976,2.0,
Amrit,,1976,1.0,
Rhian,,1976,2.0,
Carey,,1976,3.0,
Stacy,,1976,4.0,
Kari,,1976,3.0,
Jocelyn,,1976,3.0,
Dee,,1976,3.0,
Holly,,1976,3.0,
Sinead,,1976,4.0,
Gabrielle,,1976,4.0,
Ashleigh,,1976,4.0,
Sandie,,1976,4.0,
Nikola,,1976,4.0,
Billie,,1976,2.0,
Amira,,1976,2.0,
Alisha,,1976,2.0,
Elisha,,1976,2.0,
Corrie,,1976,2.0,
Chelsea,,1976,2.0,
Aimee,,1976,2.0,
Regan,,1976,3.0,
Stefanie,,1976,3.0,
Shannon,,1976,3.0,
Kristen,,1976,3.0,
Sacha,1.0,1976,10.0,11.0
Ruben,1.0,1976,,
Roman,1.0,1976,,
Sarah,1.0,1976,477.0,478.0
Sami,1.0,1976,,
Robyn,1.0,1976,6.0,7.0
Roan,1.0,1976,,
Riley,1.0,1976,,
Rian,1.0,1976,,
Rennie,1.0,1976,,
Reagan,1.0,1976,,
Wai,1.0,1976,6.0,7.0
Wing,1.0,1976,,
Toni,1.0,1976,6.0,7.0
Stephanie,1.0,1976,91.0,92.0
Sonny,1.0,1976,,
Simone,1.0,1976,7.0,8.0
Sidney,1.0,1976,,
Theo,1.0,1976,,
Susan,1.0,1976,551.0,552.0
Shay,,1976,1.0,
Struan,3.0,1977,,
Sandy,3.0,1977,,
Rudi,3.0,1977,,
Ronan,3.0,1977,,
Rikki,3.0,1977,,
Ray,3.0,1977,3.0,6.0
Rae,3.0,1977,6.0,9.0
Nikki,3.0,1977,8.0,11.0
Sam,3.0,1977,,
Darrell,2.0,1977,,
Corey,2.0,1977,,
Christy,2.0,1977,1.0,3.0
Casey,2.0,1977,1.0,3.0
Brodie,2.0,1977,,
Michal,3.0,1977,,
Dylan,4.0,1977,,
Alex,3.0,1977,,
Tommy,4.0,1977,,
Sidney,4.0,1977,,
Ruairidh,4.0,1977,,
Niki,4.0,1977,1.0,5.0
Mathew,4.0,1977,,
Lawrie,4.0,1977,,
Jody,4.0,1977,4.0,8.0
Ali,4.0,1977,,
Leo,4.0,1977,,
Marshall,3.0,1977,,
Kerr,3.0,1977,,
Jordan,3.0,1977,,
Joel,3.0,1977,,
Jaime,3.0,1977,19.0,22.0
Gabriel,3.0,1977,,
Bryce,3.0,1977,,
Daryll,3.0,1977,,
Clarke,3.0,1977,,
Chi,3.0,1977,1.0,4.0
Elliott,3.0,1977,,
Frankie,2.0,1977,,
Aarron,1.0,1977,,
Wallace,2.0,1977,,
Toby,2.0,1977,,
Sydney,2.0,1977,,
Andrea,1.0,1977,114.0,115.0
Stacy,2.0,1977,18.0,20.0
Sonny,2.0,1977,,
Kelly,2.0,1977,397.0,399.0
Keir,2.0,1977,,
Kai,2.0,1977,,
Louis,2.0,1977,,
Joshua,2.0,1977,,
Joe,2.0,1977,,
Jai,2.0,1977,,
Innis,2.0,1977,,
Hunter,2.0,1977,,
Mandeep,2.0,1977,,
Sami,2.0,1977,,
Ruari,2.0,1977,,
Rowan,2.0,1977,5.0,7.0
Reid,2.0,1977,,
Nairn,2.0,1977,,
Moray,2.0,1977,,
Micah,2.0,1977,,
Max,2.0,1977,,
Aidan,4.0,1977,,
Gordon,364.0,1977,,
Wai,5.0,1977,4.0,9.0
Rory,40.0,1977,,
Angus,41.0,1977,,
Cameron,47.0,1977,,
Shaun,50.0,1977,,
Calum,50.0,1977,,
Francis,62.0,1977,,
Samuel,40.0,1977,,
Robin,66.0,1977,3.0,69.0
Marc,68.0,1977,,
Adam,74.0,1977,1.0,75.0
Bruce,77.0,1977,,
Gareth,79.0,1977,,
Ewan,81.0,1977,,
Euan,81.0,1977,,
Sean,67.0,1977,,
Christian,20.0,1977,2.0,22.0
Mohammed,21.0,1977,,
Marcus,21.0,1977,,
Kris,22.0,1977,,
Campbell,22.0,1977,,
Callum,24.0,1977,,
Lewis,25.0,1977,,
Adrian,31.0,1977,,
Aaron,31.0,1977,,
Liam,32.0,1977,,
Dean,36.0,1977,,
Barrie,27.0,1977,,
Bryan,103.0,1977,,
Graeme,363.0,1977,1.0,364.0
Iain,379.0,1977,,
Derek,394.0,1977,,
Gary,406.0,1977,,
Thomas,407.0,1977,,
Ross,433.0,1977,,
Richard,451.0,1977,,
Neil,463.0,1977,,
Brian,477.0,1977,,
Colin,495.0,1977,1.0,496.0
William,597.0,1977,,
Stephen,633.0,1977,,
Martin,352.0,1977,,
Michael,659.0,1977,,
Kevin,676.0,1977,,
Stuart,683.0,1977,,
Craig,705.0,1977,2.0,707.0
Christopher,747.0,1977,,
Robert,757.0,1977,,
Mark,775.0,1977,1.0,776.0
Scott,816.0,1977,2.0,818.0
Steven,884.0,1977,,
Andrew,1042.0,1977,,
James,1068.0,1977,,
Paul,1230.0,1977,2.0,1232.0
John,1258.0,1977,,
David,1761.0,1977,,
Alan,661.0,1977,1.0,662.0
Alistair,105.0,1977,,
Ian,329.0,1977,1.0,330.0
Nicholas,116.0,1977,,
Duncan,120.0,1977,,
Garry,122.0,1977,,
Charles,123.0,1977,1.0,124.0
Donald,127.0,1977,,
Fraser,135.0,1977,,
Ryan,141.0,1977,,
Jason,148.0,1977,,
Joseph,155.0,1977,1.0,156.0
Grant,158.0,1977,,
Daniel,160.0,1977,,
Gavin,329.0,1977,,
Matthew,168.0,1977,,
Douglas,186.0,1977,,
Stewart,191.0,1977,,
George,199.0,1977,,
Lee,207.0,1977,162.0,369.0
Simon,212.0,1977,1.0,213.0
Jamie,223.0,1977,16.0,239.0
Darren,238.0,1977,,
Allan,241.0,1977,,
Graham,265.0,1977,,
Peter,308.0,1977,,
Alexander,322.0,1977,,
Kenneth,327.0,1977,,
Jonathan,175.0,1977,,
Leslie,20.0,1977,3.0,23.0
Arron,6.0,1977,,
Noel,7.0,1977,,
Morgan,7.0,1977,,
Lorne,7.0,1977,4.0,11.0
Kieron,7.0,1977,,
Jay,7.0,1977,1.0,8.0
Daryl,7.0,1977,,
Robbie,8.0,1977,,
Nicky,8.0,1977,,
Jack,8.0,1977,,
Elliot,6.0,1977,,
Maxwell,5.0,1977,,
Kyle,5.0,1977,,
Julian,5.0,1977,,
Evan,6.0,1977,,
Darryl,5.0,1977,,
Austin,5.0,1977,,
Ashley,5.0,1977,64.0,69.0
Laurie,6.0,1977,14.0,20.0
Jaimie,6.0,1977,3.0,9.0
Chris,8.0,1977,,
Shane,13.0,1977,1.0,14.0
Finlay,13.0,1977,,
Luke,15.0,1977,,
Blair,15.0,1977,,
Brett,12.0,1977,,
Dale,17.0,1977,5.0,22.0
Terry,18.0,1977,4.0,22.0
Lindsay,19.0,1977,139.0,158.0
Kieran,19.0,1977,,
Dominic,19.0,1977,,
Leon,12.0,1977,,
Billy,9.0,1977,,
Ronnie,10.0,1977,,
Leigh,10.0,1977,129.0,139.0
Laurence,10.0,1977,1.0,11.0
Kristian,10.0,1977,,
Glenn,10.0,1977,,
Ben,10.0,1977,,
Nicol,11.0,1977,1.0,12.0
Mohammad,11.0,1977,,
Drew,11.0,1977,,
Danny,11.0,1977,,
Patricia,1.0,1977,83.0,84.0
Raegan,1.0,1977,,
Nico,1.0,1977,,
Nicola,1.0,1977,689.0,690.0
Nur,1.0,1977,,
Rennie,1.0,1977,,
Ricki,1.0,1977,,
Remi,1.0,1977,,
Reegan,1.0,1977,,
Lyle,1.0,1977,,
Lea,1.0,1977,5.0,6.0
Leighton,1.0,1977,,
Luca,1.0,1977,,
Lesley,1.0,1977,271.0,272.0
Lindsey,1.0,1977,50.0,51.0
Linsey,1.0,1977,13.0,14.0
Munro,1.0,1977,,
Miller,1.0,1977,,
Mitchell,1.0,1977,,
Taylor,1.0,1977,,
Zain,1.0,1977,,
Zia,1.0,1977,1.0,2.0
Rogan,1.0,1977,,
Rudy,1.0,1977,,
Ruben,1.0,1977,,
Spencer,1.0,1977,,
Shannon,1.0,1977,4.0,5.0
Shawn,1.0,1977,,
Dee,1.0,1977,3.0,4.0
Denver,1.0,1977,,
Derry,1.0,1977,,
Devin,1.0,1977,,
Connor,1.0,1977,,
Corin,1.0,1977,,
Corrie,1.0,1977,,
Emma,1.0,1977,302.0,303.0
Ezra,1.0,1977,,
Ellis,1.0,1977,,
Charley,1.0,1977,,
Chen,1.0,1977,,
Ciaran,1.0,1977,1.0,2.0
Carol,1.0,1977,252.0,253.0
Bobby,1.0,1977,,
Callan,1.0,1977,,
Jo,1.0,1977,1.0,2.0
Joey,1.0,1977,,
Johan,1.0,1977,1.0,2.0
Joni,1.0,1977,1.0,2.0
Jerry,1.0,1977,,
Islay,1.0,1977,2.0,3.0
Jake,1.0,1977,,
Jan,1.0,1977,20.0,21.0
Josie,1.0,1977,,
Joss,1.0,1977,,
Jude,1.0,1977,,
Kieren,1.0,1977,,
Kim,1.0,1977,85.0,86.0
Kirstin,1.0,1977,33.0,34.0
Kerrin,1.0,1977,,
Kristen,1.0,1977,,
Kennedy,1.0,1977,,
Ka,1.0,1977,1.0,2.0
Kar,1.0,1977,1.0,2.0
Keiran,1.0,1977,,
Holly,1.0,1977,8.0,9.0
Heather,1.0,1977,193.0,194.0
Hadley,1.0,1977,,
Harris,1.0,1977,,
Innes,12.0,1977,,
Kristin,,1977,1.0,
Kiran,,1977,1.0,
Karis,,1977,1.0,
Kendall,,1977,1.0,
Kendal,,1977,1.0,
Man,,1977,1.0,
Elisha,,1977,1.0,
Dayle,,1977,1.0,
Darcy,,1977,1.0,
Franki,,1977,1.0,
Jess,,1977,1.0,
Jaymie,,1977,1.0,
Jaye,,1977,1.0,
Georgie,,1977,1.0,
Gabrielle,,1977,1.0,
Gabriele,,1977,1.0,
Iman,,1977,1.0,
Shannan,,1977,1.0,
Wen,,1977,1.0,
Sky,,1977,1.0,
Nicki,,1977,1.0,
Rohan,,1977,1.0,
Rhian,,1977,1.0,
Remy,,1977,1.0,
Romi,,1977,1.0,
Rowen,,1977,1.0,
Corran,,1977,1.0,
Justine,,1977,7.0,
Jodi,,1977,7.0,
Jocelyn,,1977,7.0,
Jessica,,1977,7.0,
Lesley-Anne,,1977,8.0,
Sandie,,1977,7.0,
Sasha,,1977,7.0,
Rose,,1977,10.0,
Lara,,1977,10.0,
Dana,,1977,10.0,
Sian,,1977,11.0,
Sarah-Jane,,1977,11.0,
Olivia,,1977,11.0,
Marnie,,1977,11.0,
Sinead,,1977,10.0,
Toni,,1977,9.0,
Sharlene,,1977,9.0,
Jodie,,1977,9.0,
Cindy,,1977,9.0,
Ainsley,,1977,9.0,
Sophie,,1977,12.0,
Lori,,1977,4.0,
Jackie,,1977,4.0,
Freya,,1977,4.0,
Daniella,,1977,4.0,
Bobbie,,1977,3.0,
Aimee,,1977,3.0,
Terri,,1977,4.0,
Stefanie,,1977,4.0,
Ashleigh,,1977,5.0,
Sacha,,1977,6.0,
Robyn,,1977,6.0,
Jade,,1977,5.0,
Amelia,,1977,4.0,
Abbie,,1977,4.0,
Kirsten,,1977,59.0,
Christina,,1977,59.0,
Vicky,,1977,60.0,
Janet,,1977,61.0,
Frances,,1977,61.0,
Anna,,1977,61.0,
Kathryn,,1977,67.0,
Zoe,,1977,68.0,
Rebecca,,1977,59.0,
Cheryl,,1977,79.0,
Katherine,,1977,83.0,
Natalie,,1977,85.0,
Rachel,,1977,89.0,
Stephanie,,1977,95.0,
Jillian,,1977,96.0,
Ann,,1977,99.0,
Melanie,,1977,100.0,
Lyndsey,,1977,58.0,
Stacey,,1977,57.0,
Allison,,1977,56.0,
Theresa,,1977,43.0,
Michele,,1977,45.0,
Melissa,,1977,45.0,
Eleanor,,1977,45.0,
Valerie,,1977,49.0,
Sara,,1977,50.0,
Lyndsay,,1977,50.0,
Maureen,,1977,53.0,
Maria,,1977,54.0,
Barbara,,1977,55.0,
Kirsteen,,1977,56.0,
Katrina,,1977,107.0,
Kerry,,1977,256.0,
Deborah,,1977,269.0,
Lynne,,1977,275.0,
Elizabeth,,1977,279.0,
Jacqueline,,1977,298.0,
Joanne,,1977,313.0,
Amanda,,1977,336.0,
Kirsty,,1977,369.0,
Donna,,1977,411.0,
Tracy,,1977,416.0,
Sarah,,1977,435.0,
Louise,,1977,442.0,
Sharon,,1977,444.0,
Lisa,,1977,460.0,
Michelle,,1977,478.0,
Julie,,1977,502.0,
Susan,,1977,518.0,
Laura,,1977,526.0,
Jennifer,,1977,552.0,
Fiona,,1977,582.0,
Gillian,,1977,590.0,
Angela,,1977,643.0,
Karen,,1977,663.0,
Claire,,1977,733.0,
Victoria,,1977,256.0,
Kimberley,,1977,41.0,
Catherine,,1977,242.0,
Paula,,1977,113.0,
Marie,,1977,120.0,
Debbie,,1977,123.0,
Ruth,,1977,125.0,
Shona,,1977,126.0,
Samantha,,1977,129.0,
Christine,,1977,132.0,
Clare,,1977,138.0,
Jill,,1977,149.0,
Pamela,,1977,153.0,
Anne,,1977,168.0,
Helen,,1977,169.0,
Mary,,1977,171.0,
Jane,,1977,180.0,
Tracey,,1977,199.0,
Linda,,1977,199.0,
Lorraine,,1977,201.0,
Lorna,,1977,208.0,
Margaret,,1977,221.0,
Lynn,,1977,242.0,
Jean,,1977,39.0,
Sally,,1977,39.0,
Alexis,,1977,17.0,
Monica,,1977,19.0,
Kerrie,,1977,19.0,
Katie,,1977,20.0,
Kirstine,,1977,16.0,
Katy,,1977,12.0,
Joy,,1977,12.0,
Danielle,,1977,12.0,
Erin,,1977,13.0,
Amber,,1977,13.0,
Norma,,1977,14.0,
Hayley,,1977,14.0,
Simone,,1977,15.0,
Josephine,,1977,15.0,
Alana,,1977,15.0,
Iona,,1977,20.0,
Morven,,1977,21.0,
Alexandra,,1977,28.0,
Leona,,1977,29.0,
Kate,,1977,29.0,
Eilidh,,1977,29.0,
Nadine,,1977,30.0,
Gemma,,1977,30.0,
Natasha,,1977,32.0,
Leah,,1977,32.0,
Amy,,1977,33.0,
Tanya,,1977,28.0,
Lauren,,1977,21.0,
Siobhan,,1977,22.0,
Grace,,1977,22.0,
Kellie,,1977,24.0,
Jayne,,1977,24.0,
Jaclyn,,1977,24.0,
Agnes,,1977,25.0,
Isla,,1977,26.0,
Angel,,1977,1.0,
Amira,,1977,1.0,
Ami,,1977,1.0,
Alix,,1977,1.0,
Alisha,,1977,1.0,
Ainslie,,1977,1.0,
Chelsea,,1977,1.0,
Ciara,,1977,1.0,
Cian,,1977,1.0,
Billie,,1977,1.0,
Carey,,1977,1.0,
Abbey,,1977,2.0,
Sheryl,,1977,3.0,
Aynsley,,1977,2.0,
Dominique,,1977,3.0,
Daisy,,1977,3.0,
Regan,,1977,3.0,
Rebekah,,1977,3.0,
Nova,,1977,2.0,
Nikola,,1977,2.0,
Kari,,1977,2.0,
Johann,,1977,2.0,
Raja,1.0,1978,,
Preston,1.0,1978,,
Perry,1.0,1978,,
Reuben,1.0,1978,,
Rennie,1.0,1978,,
Reece,1.0,1978,,
Natasha,1.0,1978,24.0,25.0
Rhys,1.0,1978,,
Sidney,1.0,1978,,
Stacey,1.0,1978,124.0,125.0
Spencer,1.0,1978,,
Sol,1.0,1978,,
Rose,1.0,1978,12.0,13.0
Roman,1.0,1978,,
Robyn,1.0,1978,2.0,3.0
Ricki,1.0,1978,,
Rowan,1.0,1978,8.0,9.0
Sasha,1.0,1978,3.0,4.0
Sandie,1.0,1978,9.0,10.0
Sandeep,1.0,1978,1.0,2.0
Ruben,1.0,1978,,
Ruari,1.0,1978,,
Ruairidh,1.0,1978,,
Kai,1.0,1978,,
Kirstine,1.0,1978,15.0,16.0
Kirsteen,1.0,1978,45.0,46.0
Kian,1.0,1978,,
Kerry,1.0,1978,279.0,280.0
Keir,1.0,1978,,
Jai,1.0,1978,,
Isla,1.0,1978,45.0,46.0
Innis,1.0,1978,,
Johan,1.0,1978,6.0,7.0
Joe,1.0,1978,,
Jo,1.0,1978,3.0,4.0
Jesse,1.0,1978,,
Jean,1.0,1978,25.0,26.0
Jaymie,1.0,1978,1.0,2.0
Jaye,1.0,1978,,
Mary,1.0,1978,153.0,154.0
Marshall,1.0,1978,,
Mandeep,1.0,1978,1.0,2.0
Man,1.0,1978,1.0,2.0
Mitchell,1.0,1978,,
Miller,1.0,1978,,
Lennox,1.0,1978,,
Lawson,1.0,1978,,
Lyle,1.0,1978,,
Luca,1.0,1978,,
Louie,1.0,1978,,
Lindsey,1.0,1978,69.0,70.0
Leyton,1.0,1978,,
Louise,1.0,1978,575.0,576.0
Rana,,1978,1.0,
Rayne,,1978,1.0,
Reagan,,1978,1.0,
Regan,,1978,1.0,
Rhian,,1978,1.0,
Romy,,1978,1.0,
Roshan,,1978,1.0,
Vicky,1.0,1978,70.0,71.0
Zia,1.0,1978,,
Taylor,1.0,1978,,
Tyler,1.0,1978,,
Tracey,1.0,1978,163.0,164.0
Torran,1.0,1978,,
Tai,,1978,1.0,
Summer,,1978,1.0,
Yu,,1978,1.0,
Aden,1.0,1978,,
Agnes,1.0,1978,28.0,29.0
Aiman,1.0,1978,,
Ainsley,1.0,1978,3.0,4.0
Ainslie,1.0,1978,2.0,3.0
Rudy,2.0,1978,,
Sami,2.0,1978,,
Wallace,2.0,1978,,
Wing,2.0,1978,,
Sydney,2.0,1978,,
Rudi,2.0,1978,,
Andrea,1.0,1978,100.0,101.0
Arin,1.0,1978,,
Arron,1.0,1978,,
Alexis,1.0,1978,21.0,22.0
Aman,1.0,1978,,
Allison,1.0,1978,61.0,62.0
Denver,2.0,1978,,
