Name,Assigned Male,Year,Assigned Female,Total
Allan,127.0,1990,,
Aaron,118.0,1990,2.0,120.0
Kenneth,118.0,1990,,
George,115.0,1990,,
Cameron,104.0,1990,,
Douglas,103.0,1990,,
Ewan,102.0,1990,,
Derek,98.0,1990,,
Duncan,92.0,1990,,
Dale,91.0,1990,1.0,92.0
Blair,90.0,1990,1.0,91.0
Rory,87.0,1990,,
Joshua,104.0,1990,,
Bruce,49.0,1990,,
Francis,24.0,1990,2.0,26.0
Joe,24.0,1990,,
Ciaran,23.0,1990,,
Danny,23.0,1990,,
Max,23.0,1990,1.0,24.0
Conor,22.0,1990,,
Mathew,25.0,1990,1.0,26.0
Louis,21.0,1990,,
Darryl,20.0,1990,3.0,23.0
Glenn,20.0,1990,,
Keir,20.0,1990,,
Nicky,20.0,1990,3.0,23.0
Drew,25.0,1990,,
Mohammed,41.0,1990,1.0,42.0
Dominic,36.0,1990,,
Robin,33.0,1990,1.0,34.0
Billy,31.0,1990,,
Kris,31.0,1990,1.0,32.0
Aidan,29.0,1990,,
Marcus,28.0,1990,,
Shane,28.0,1990,,
Lorne,7.0,1990,5.0,12.0
Jai,3.0,1990,,
Jaimie,3.0,1990,4.0,7.0
Jan,3.0,1990,6.0,9.0
Kristian,3.0,1990,,
Leo,3.0,1990,,
Logan,3.0,1990,,
Luca,3.0,1990,,
Man,3.0,1990,,
Julian,3.0,1990,,
Gabriel,3.0,1990,,
Blake,3.0,1990,,
Conner,3.0,1990,,
Danni,3.0,1990,,
Devin,3.0,1990,1.0,4.0
Aden,2.0,1990,,
Ashton,2.0,1990,5.0,7.0
Blyth,2.0,1990,,
Jack,134.0,1990,,
Wai,3.0,1990,,
Nico,3.0,1990,,
Niki,3.0,1990,6.0,9.0
Raja,3.0,1990,,
Shawn,3.0,1990,1.0,4.0
Theo,3.0,1990,,
Toby,4.0,1990,,
Evan,5.0,1990,,
Harrison,5.0,1990,,
Brodie,5.0,1990,3.0,8.0
Ka,5.0,1990,1.0,6.0
Lindsay,5.0,1990,88.0,93.0
Ray,5.0,1990,,
Reuben,5.0,1990,,
Rhys,5.0,1990,,
Rowan,5.0,1990,7.0,12.0
Blaine,5.0,1990,,
Corey,6.0,1990,,
Nicol,6.0,1990,,
Nikki,6.0,1990,58.0,64.0
Ronnie,6.0,1990,,
Rikki,7.0,1990,1.0,8.0
Stevie,5.0,1990,9.0,14.0
Kai,4.0,1990,1.0,5.0
Lawrie,4.0,1990,1.0,5.0
Leslie,4.0,1990,,
Levi,4.0,1990,3.0,7.0
Morgan,4.0,1990,20.0,24.0
Sandeep,4.0,1990,1.0,5.0
Mitchell,4.0,1990,,
Tommy,5.0,1990,,
Tyler,5.0,1990,,
Aiden,4.0,1990,1.0,5.0
Charlie,4.0,1990,1.0,5.0
Clarke,4.0,1990,,
Corrie,4.0,1990,6.0,10.0
Elliott,4.0,1990,,
Findlay,4.0,1990,,
Sonny,5.0,1990,,
Kyle,143.0,1990,,
Joseph,146.0,1990,1.0,147.0
Justine,,1990,40.0,
Kate,,1990,39.0,
Lyndsey,,1990,37.0,
Sian,,1990,37.0,
Tracy,,1990,41.0,
Leah,,1990,35.0,
Linda,,1990,34.0,
Jill,,1990,33.0,
Kerrie,,1990,33.0,
Marie,,1990,33.0,
Courtney,,1990,32.0,
Iona,,1990,32.0,
Tanya,,1990,41.0,
Lynne,,1990,54.0,
Mary,,1990,53.0,
Lynn,,1990,51.0,
Chelsea,,1990,50.0,
Lorraine,,1990,43.0,
Maria,,1990,47.0,
Margaret,,1990,46.0,
Terri,,1990,45.0,
Katy,,1990,47.0,
Nadine,,1990,32.0,
Abbie,,1990,30.0,
Jayne,,1990,23.0,
Olivia,,1990,23.0,
Rebekah,,1990,23.0,
Frances,,1990,22.0,
Isla,,1990,22.0,
Kirstin,,1990,22.0,
Morven,,1990,24.0,
Ainsley,,1990,20.0,
Sarah-Jane,,1990,20.0,
Stefanie,,1990,20.0,
Kellie,,1990,30.0,
Anne,,1990,29.0,
Andrea,,1990,28.0,
Eleanor,,1990,28.0,
Patricia,,1990,28.0,
Vicky,,1990,28.0,
Grace,,1990,27.0,
Tracey,,1990,27.0,
Ann,,1990,26.0,
Lara,,1990,26.0,
Melanie,,1990,55.0,
Jillian,,1990,57.0,
Amber,,1990,57.0,
Siobhan,,1990,198.0,
Kelly,,1990,194.0,
Katie,,1990,187.0,
Melissa,,1990,166.0,
Karen,,1990,163.0,
Hayley,,1990,155.0,
Catherine,,1990,152.0,
Elizabeth,,1990,140.0,
Natasha,,1990,200.0,
Eilidh,,1990,134.0,
Deborah,,1990,126.0,
Zoe,,1990,120.0,
Holly,,1990,119.0,
Kirsten,,1990,114.0,
Cheryl,,1990,202.0,
Heather,,1990,213.0,
Laura,,1990,854.0,
Sarah,,1990,775.0,
Claire,,1990,595.0,
Jennifer,,1990,571.0,
Lauren,,1990,525.0,
Danielle,,1990,483.0,
Rachel,,1990,474.0,
Rebecca,,1990,447.0,
Amy,,1990,408.0,
Samantha,,1990,384.0,
Fiona,,1990,302.0,
Michelle,,1990,257.0,
Victoria,,1990,256.0,
Amanda,,1990,253.0,
Kayleigh,,1990,226.0,
Gillian,,1990,224.0,
Ashleigh,,1990,223.0,
Robyn,,1990,112.0,
Kathryn,,1990,110.0,
Ruth,,1990,105.0,
Kim,,1990,78.0,
Donna,,1990,77.0,
Alexandra,,1990,76.0,
Angela,,1990,76.0,
Helen,,1990,76.0,
Aimee,,1990,74.0,
Christina,,1990,71.0,
Shona,,1990,69.0,
Jane,,1990,65.0,
Katrina,,1990,64.0,
Christine,,1990,63.0,
Lyndsay,,1990,63.0,
Stacy,,1990,61.0,
Sara,,1990,79.0,
Julie,,1990,104.0,
Sophie,,1990,104.0,
Clare,,1990,102.0,
Pamela,,1990,101.0,
Susan,,1990,95.0,
Sinead,,1990,93.0,
Jacqueline,,1990,92.0,
Anna,,1990,91.0,
Debbie,,1990,90.0,
Lorna,,1990,89.0,
Jessica,,1990,88.0,
Jodie,,1990,88.0,
Alana,,1990,87.0,
Katherine,,1990,85.0,
Paula,,1990,84.0,
Kieran,145.0,1990,,
Jocelyn,,1990,9.0,
Jody,,1990,9.0,
Josephine,,1990,9.0,
Joy,,1990,9.0,
Abbey,,1990,8.0,
David,1254.0,1990,,
Christopher,1209.0,1990,1.0,1210.0
Craig,1052.0,1990,1.0,1053.0
Scott,1044.0,1990,,
Andrew,1009.0,1990,,
Michael,973.0,1990,1.0,974.0
James,949.0,1990,,
John,775.0,1990,2.0,777.0
Ross,771.0,1990,,
Daisy,,1990,10.0,
Freya,,1990,10.0,
Barbara,,1990,9.0,
Sandie,,1990,10.0,
Alisha,,1990,9.0,
Ami,,1990,9.0,
Daniel,769.0,1990,,
Steven,755.0,1990,,
Jamie,680.0,1990,45.0,725.0
Adam,239.0,1990,,
Fraser,227.0,1990,,
Lewis,227.0,1990,,
Colin,212.0,1990,,
Grant,211.0,1990,1.0,212.0
Peter,209.0,1990,,
Dean,206.0,1990,,
Gavin,201.0,1990,,
Shaun,192.0,1990,,
Iain,242.0,1990,,
Marc,188.0,1990,1.0,189.0
Gordon,170.0,1990,,
Brian,164.0,1990,,
Graham,164.0,1990,,
Nicholas,164.0,1990,,
Neil,163.0,1990,,
Stewart,157.0,1990,,
Euan,155.0,1990,,
Ian,182.0,1990,,
Richard,244.0,1990,,
Lee,255.0,1990,15.0,270.0
Alexander,257.0,1990,2.0,259.0
Mark,673.0,1990,,
Paul,640.0,1990,,
Ryan,603.0,1990,1.0,604.0
Stephen,584.0,1990,,
Sean,581.0,1990,1.0,582.0
Robert,545.0,1990,,
Stuart,533.0,1990,1.0,534.0
Gary,467.0,1990,,
Darren,415.0,1990,,
William,402.0,1990,1.0,403.0
Kevin,391.0,1990,,
Thomas,387.0,1990,,
Martin,378.0,1990,,
Matthew,373.0,1990,,
Liam,336.0,1990,,
Jonathan,314.0,1990,,
Callum,308.0,1990,,
Alan,304.0,1990,,
Calum,282.0,1990,,
Graeme,281.0,1990,1.0,282.0
Jordan,267.0,1990,42.0,309.0
Callie,,1990,10.0,
Brooke,,1990,10.0,
Alix,,1990,10.0,
Christie,,1990,15.0,
Leona,,1990,14.0,
Sasha,,1990,16.0,
Sheryl,,1990,18.0,
Allison,,1990,17.0,
Dana,,1990,16.0,
Nikita,,1990,16.0,
Theresa,,1990,12.0,
Valerie,,1990,12.0,
Ciara,,1990,11.0,
Linsey,,1990,12.0,
Jodi,,1990,11.0,
Rose,,1990,11.0,
Dominique,,1990,13.0,
Janet,,1990,13.0,
Jayde,,1990,13.0,
Kirsteen,,1990,13.0,
Simone,,1990,13.0,
Alexis,,1990,12.0,
Brogan,2.0,1990,14.0,16.0
Cairn,2.0,1990,2.0,4.0
Georgie,,1990,1.0,
Gabriele,,1990,1.0,
Jae,,1990,1.0,
Isa,,1990,1.0,
Indie,,1990,1.0,
Harri,,1990,1.0,
Iman,,1990,1.0,
Charlee,,1990,1.0,
Broghan,,1990,1.0,
Darcy,,1990,1.0,
Dion,,1990,1.0,
Colby,,1990,1.0,
Corin,,1990,1.0,
Brayden,,1990,1.0,
Marley,,1990,1.0,
Mandeep,,1990,1.0,
Kacey,,1990,1.0,
Jerry,,1990,1.0,
Kia,,1990,1.0,
Kirstine,,1990,1.0,
Kayla,,1990,1.0,
Keryn,,1990,1.0,
Josie,,1990,3.0,
Hanna,,1990,3.0,
Loren,,1990,3.0,
Lesley-Anne,,1990,3.0,
Kiran,,1990,3.0,
Amelia,,1990,3.0,
Bobbi,,1990,3.0,
Aynsley,,1990,3.0,
Carey,,1990,2.0,
Blythe,,1990,2.0,
Blaire,,1990,2.0,
Dani,,1990,2.0,
Charly,,1990,2.0,
Sammy,,1990,3.0,
Rio,,1990,3.0,
Agnes,,1990,2.0,
Jean,,1990,6.0,
Cindy,,1990,6.0,
Billie,,1990,6.0,
Sharlene,,1990,6.0,
Michele,,1990,6.0,
Kristen,,1990,6.0,
Karis,,1990,6.0,
Monica,,1990,8.0,
Marnie,,1990,8.0,
Daniella,,1990,8.0,
Maureen,,1990,7.0,
Kendal,,1990,7.0,
Jaclyn,,1990,7.0,
Ainslie,,1990,5.0,
Charli,,1990,4.0,
Christy,,1990,4.0,
Jamielee,,1990,4.0,
Gabrielle,,1990,4.0,
Fallon,,1990,4.0,
Hope,,1990,5.0,
Rhian,,1990,5.0,
Noor,,1990,5.0,
Kari,,1990,5.0,
Angel,,1990,1.0,
Amira,,1990,1.0,
Alba,,1990,1.0,
Aston,,1990,1.0,
Kenzie,,1990,2.0,
Kaya,,1990,2.0,
Kristin,,1990,2.0,
Maddison,,1990,2.0,
Joni,,1990,2.0,
Johan,,1990,2.0,
Sammi,,1990,2.0,
Sydney,,1990,2.0,
Paris,,1990,2.0,
Jackie,1.0,1990,2.0,3.0
Jade,1.0,1990,264.0,265.0
Hayden,1.0,1990,,
Jaime,1.0,1990,4.0,5.0
Ho,1.0,1990,2.0,3.0
Hunter,1.0,1990,,
Jamie-Lee,1.0,1990,17.0,18.0
Johann,1.0,1990,,
Jorden,1.0,1990,1.0,2.0
Jordyn,1.0,1990,2.0,3.0
Jude,1.0,1990,,
Joanne,1.0,1990,166.0,167.0
Jaspreet,1.0,1990,,
Harvey,1.0,1990,,
Finn,1.0,1990,,
Frankie,1.0,1990,,
Emma,1.0,1990,907.0,908.0
Gemma,1.0,1990,368.0,369.0
Mika,1.0,1990,,
Miller,1.0,1990,,
Moray,1.0,1990,,
Marshall,1.0,1990,,
Maxi,1.0,1990,,
Mason,1.0,1990,,
Nicki,1.0,1990,3.0,4.0
Nicola,1.0,1990,589.0,590.0
Nikola,1.0,1990,2.0,3.0
Natalie,1.0,1990,426.0,427.0
Muhammed,1.0,1990,,
Nairn,1.0,1990,,
Kian,1.0,1990,,
Kimberley,1.0,1990,224.0,225.0
Kirsty,1.0,1990,644.0,645.0
Kori,1.0,1990,,
Kerry,1.0,1990,213.0,214.0
Kerrin,1.0,1990,1.0,2.0
Kasey,1.0,1990,3.0,4.0
Kelsey,1.0,1990,43.0,44.0
Lori,1.0,1990,26.0,27.0
Louie,1.0,1990,,
Louise,1.0,1990,408.0,409.0
Mackenzie,1.0,1990,,
Madison,1.0,1990,,
Kyran,1.0,1990,,
Lea,1.0,1990,2.0,3.0
Leighton,1.0,1990,,
Lesley,1.0,1990,64.0,65.0
Noah,1.0,1990,,
Eden,1.0,1990,1.0,2.0
Wallace,2.0,1990,,
Shannon,2.0,1990,25.0,27.0
Skye,2.0,1990,4.0,6.0
Spencer,2.0,1990,,
Ally,1.0,1990,,
Andi,1.0,1990,2.0,3.0
Devon,2.0,1990,9.0,11.0
Ellis,2.0,1990,6.0,8.0
Erin,2.0,1990,101.0,103.0
Felix,2.0,1990,,
Gurpreet,2.0,1990,2.0,4.0
Cory,2.0,1990,,
Harley,2.0,1990,2.0,4.0
Lindsey,2.0,1990,35.0,37.0
Lisa,2.0,1990,502.0,504.0
Noel,2.0,1990,,
Perry,2.0,1990,1.0,3.0
Rae,2.0,1990,5.0,7.0
Harris,2.0,1990,,
Jaye,2.0,1990,2.0,4.0
Jaymie,2.0,1990,1.0,3.0
Jesse,2.0,1990,,
Jo,2.0,1990,7.0,9.0
Cori,1.0,1990,1.0,2.0
Cian,1.0,1990,,
Cody,1.0,1990,,
Cole,1.0,1990,,
Darian,1.0,1990,,
Dilan,1.0,1990,,
Edan,1.0,1990,,
Denver,1.0,1990,,
Derry,1.0,1990,,
Dee,1.0,1990,5.0,6.0
Chen,1.0,1990,,
Arya,1.0,1990,,
Aubrey,1.0,1990,,
Ari,1.0,1990,1.0,2.0
Arin,1.0,1990,,
Beau,1.0,1990,,
Callan,1.0,1990,,
Carol,1.0,1990,28.0,29.0
Casey,1.0,1990,8.0,9.0
Charley,1.0,1990,4.0,5.0
Che,1.0,1990,1.0,2.0
Bobbie,1.0,1990,12.0,13.0
Brady,1.0,1990,,
Shannan,,1990,1.0,
Sami,,1990,1.0,
Romy,,1990,1.0,
Sky,,1990,1.0,
Shaunie,,1990,1.0,
Reagan,,1990,1.0,
Rayne,,1990,1.0,
Raegan,,1990,1.0,
Regan,,1990,1.0,
Norma,,1990,1.0,
Simran,1.0,1990,,
Sharon,1.0,1990,33.0,34.0
Sally,1.0,1990,13.0,14.0
Stacey,1.0,1990,531.0,532.0
Toni,1.0,1990,47.0,48.0
Torran,1.0,1990,,
Stephanie,1.0,1990,772.0,773.0
Rana,1.0,1990,1.0,2.0
Reid,1.0,1990,,
Reilly,1.0,1990,,
Ruben,1.0,1990,,
Rui,1.0,1990,1.0,2.0
Sacha,1.0,1990,5.0,6.0
Rudi,1.0,1990,8.0,9.0
Rhyan,1.0,1990,,
Ricki,1.0,1990,,
Rohan,1.0,1990,,
Tegan,,1990,1.0,
Tayler,,1990,1.0,
Wing,1.0,1990,4.0,5.0
Laura,,1991,780.0,
Deryn,,1991,1.0,
Devin,,1991,1.0,
Dion,,1991,1.0,
Eden,,1991,1.0,
Charlee,,1991,1.0,
Cori,,1991,1.0,
Corrin,,1991,1.0,
Islay,,1991,1.0,
Iman,,1991,1.0,
Indiana,,1991,1.0,
Jayden,,1991,1.0,
Jaymie,,1991,1.0,
Fallon,,1991,1.0,
Aiman,,1991,1.0,
Alba,,1991,1.0,
Nikola,,1991,2.0,
Broghan,,1991,1.0,
Brooklyn,,1991,1.0,
Amrit,,1991,1.0,
Angel,,1991,1.0,
Arryn,,1991,1.0,
Ashtyn,,1991,1.0,
Riley,,1991,1.0,
Romy,,1991,1.0,
Nova,,1991,1.0,
Nur,,1991,1.0,
Niki,,1991,1.0,
Raegan,,1991,1.0,
Rana,,1991,1.0,
Simran,,1991,1.0,
Sammi,,1991,1.0,
Kristin,,1991,1.0,
Kia,,1991,1.0,
Lennox,,1991,1.0,
Libby,,1991,1.0,
Kasey,,1991,1.0,
Johan,,1991,1.0,
Johann,,1991,1.0,
Kacey,,1991,1.0,
Kaya,,1991,1.0,
Lilly,,1991,1.0,
Man,,1991,1.0,
Marley,,1991,1.0,
Finley,1.0,1991,,
Fynn,1.0,1991,,
Emile,1.0,1991,,
Erin,1.0,1991,138.0,139.0
Haris,1.0,1991,,
Codie,1.0,1991,,
Cooper,1.0,1991,,
Corin,1.0,1991,,
Courtney,1.0,1991,40.0,41.0
Camryn,1.0,1991,,
Charli,1.0,1991,1.0,2.0
Charly,1.0,1991,1.0,2.0
Dillon,1.0,1991,,
Dominique,1.0,1991,4.0,5.0
Edan,1.0,1991,,
Danni,1.0,1991,4.0,5.0
Dara,1.0,1991,1.0,2.0
Darragh,1.0,1991,,
Kerry,1.0,1991,202.0,203.0
Kerrin,1.0,1991,2.0,3.0
Leyton,1.0,1991,,
Lorna,1.0,1991,72.0,73.0
Mackenzie,1.0,1991,,
Kye,1.0,1991,1.0,2.0
Leighton,1.0,1991,,
Jade,1.0,1991,319.0,320.0
Jan,1.0,1991,2.0,3.0
Heather,1.0,1991,232.0,233.0
Jorden,1.0,1991,1.0,2.0
Jordin,1.0,1991,3.0,4.0
Jordyn,1.0,1991,4.0,5.0
Josie,1.0,1991,2.0,3.0
Jules,1.0,1991,,
Julian,1.0,1991,,
Jayme,1.0,1991,1.0,2.0
Jerry,1.0,1991,1.0,2.0
Jo,1.0,1991,2.0,3.0
Jodi,1.0,1991,23.0,24.0
Joey,1.0,1991,,
Dee,2.0,1991,5.0,7.0
Devon,2.0,1991,5.0,7.0
Fionn,2.0,1991,2.0,4.0
Ashleigh,2.0,1991,266.0,268.0
Ashton,2.0,1991,1.0,3.0
Aston,2.0,1991,3.0,5.0
Beau,2.0,1991,,
Brogan,2.0,1991,25.0,27.0
Casey,2.0,1991,5.0,7.0
Chi,2.0,1991,1.0,3.0
Clarke,2.0,1991,,
Lindsey,2.0,1991,30.0,32.0
Lorne,2.0,1991,3.0,5.0
Luca,2.0,1991,,
Marshall,2.0,1991,,
Moray,2.0,1991,,
Noel,2.0,1991,,
Ariel,2.0,1991,,
Kim,2.0,1991,46.0,48.0
Harpreet,2.0,1991,2.0,4.0
Hunter,2.0,1991,,
Jai,2.0,1991,2.0,4.0
Jodie,2.0,1991,135.0,137.0
Ka,2.0,1991,1.0,3.0
Jamielee,2.0,1991,5.0,7.0
Andi,2.0,1991,2.0,4.0
Christy,3.0,1991,8.0,11.0
Cody,3.0,1991,2.0,5.0
Cole,3.0,1991,,
Derry,3.0,1991,,
Harvey,3.0,1991,,
Lindsay,4.0,1991,80.0,84.0
Nicol,4.0,1991,,
Toby,4.0,1991,,
Ali,3.0,1991,2.0,5.0
Innis,3.0,1991,,
Sandeep,3.0,1991,,
Wai,3.0,1991,,
Wallace,3.0,1991,,
Jackie,3.0,1991,7.0,10.0
Jaime,3.0,1991,4.0,7.0
Jamie-Lee,3.0,1991,7.0,10.0
Jean,3.0,1991,6.0,9.0
Kai,3.0,1991,2.0,5.0
Kristian,3.0,1991,,
Leslie,3.0,1991,2.0,5.0
Muhammed,3.0,1991,,
Oran,2.0,1991,,
Ayman,1.0,1991,,
Arin,1.0,1991,,
Bobbie,1.0,1991,,
Blyth,1.0,1991,,
Blayre,1.0,1991,1.0,2.0
Billie,1.0,1991,5.0,6.0
Blake,1.0,1991,,
Angela,1.0,1991,45.0,46.0
Theo,2.0,1991,,
Storm,2.0,1991,1.0,3.0
Sky,2.0,1991,3.0,5.0
Perry,2.0,1991,,
Raja,2.0,1991,,
Reeve,2.0,1991,,
Reiss,2.0,1991,,
Ricki,2.0,1991,,
Rogan,2.0,1991,1.0,3.0
Rudi,2.0,1991,1.0,3.0
Sami,2.0,1991,,
Sammy,2.0,1991,6.0,8.0
Rohan,2.0,1991,,
Orrin,2.0,1991,,
Ally,1.0,1991,,
Alfie,1.0,1991,,
Aman,1.0,1991,,
Aden,1.0,1991,,
Aimee,1.0,1991,88.0,89.0
Ainsley,1.0,1991,37.0,38.0
Akira,1.0,1991,,
Mandeep,1.0,1991,,
Kieron,18.0,1991,,
Kerr,19.0,1991,,
Glenn,19.0,1991,1.0,20.0
Billy,19.0,1991,,
Max,21.0,1991,,
Shane,22.0,1991,,
Robin,22.0,1991,2.0,24.0
Ruairidh,25.0,1991,,
Marcus,25.0,1991,,
Louis,25.0,1991,,
Drew,25.0,1991,,
Leigh,18.0,1991,73.0,91.0
Struan,18.0,1991,1.0,19.0
Corey,12.0,1991,1.0,13.0
Barrie,12.0,1991,,
Taylor,13.0,1991,3.0,16.0
Laurie,13.0,1991,19.0,32.0
Ashley,13.0,1991,311.0,324.0
Jordon,15.0,1991,1.0,16.0
Bobby,15.0,1991,1.0,16.0
Alex,15.0,1991,4.0,19.0
Mathew,26.0,1991,,
Joe,26.0,1991,,
Elliot,26.0,1991,,
Angus,43.0,1991,,
Danny,44.0,1991,,
Gareth,45.0,1991,,
Bryan,49.0,1991,,
Dominic,53.0,1991,,
Mohammed,54.0,1991,,
Luke,62.0,1991,,
Daryl,62.0,1991,8.0,70.0
Donald,66.0,1991,,
Garry,76.0,1991,,
Robbie,62.0,1991,,
Mohammad,27.0,1991,,
Darryl,28.0,1991,3.0,31.0
Francis,30.0,1991,,
Jay,31.0,1991,9.0,40.0
Aidan,31.0,1991,3.0,34.0
Kris,41.0,1991,,
Finlay,33.0,1991,,
Reece,34.0,1991,,
Keiran,34.0,1991,,
Jake,35.0,1991,,
Bruce,35.0,1991,,
Arran,35.0,1991,4.0,39.0
Rhys,40.0,1991,,
Ciaran,40.0,1991,1.0,41.0
Dylan,33.0,1991,,
Simon,80.0,1991,1.0,81.0
Rowan,7.0,1991,7.0,14.0
Levi,7.0,1991,4.0,11.0
Hayden,7.0,1991,,
Ellis,7.0,1991,25.0,32.0
Daryll,7.0,1991,,
Darrell,7.0,1991,1.0,8.0
Stevie,8.0,1991,7.0,15.0
Cairn,6.0,1991,,
Callan,6.0,1991,,
Charlie,6.0,1991,3.0,9.0
Gabriel,5.0,1991,,
Evan,5.0,1991,1.0,6.0
Elliott,5.0,1991,,
Christian,5.0,1991,,
Aarron,5.0,1991,,
Tyler,6.0,1991,1.0,7.0
Sonny,8.0,1991,,
Nikki,6.0,1991,78.0,84.0
Logan,6.0,1991,1.0,7.0
Joss,6.0,1991,,
Finn,6.0,1991,,
Cory,6.0,1991,1.0,7.0
Tommy,6.0,1991,,
Shawn,8.0,1991,1.0,9.0
Reuben,8.0,1991,,
Terry,10.0,1991,3.0,13.0
Ronan,10.0,1991,,
Nico,10.0,1991,1.0,11.0
Mitchell,10.0,1991,,
Conner,10.0,1991,1.0,11.0
Brett,10.0,1991,,
Austin,10.0,1991,,
Ruari,11.0,1991,,
Laurence,11.0,1991,,
Keir,11.0,1991,,
Joel,11.0,1991,,
Campbell,11.0,1991,,
Adrian,11.0,1991,1.0,12.0
Sandy,12.0,1991,,
Nicky,12.0,1991,1.0,13.0
Maxwell,12.0,1991,,
Lyle,12.0,1991,,
Rikki,11.0,1991,,
Innes,12.0,1991,1.0,13.0
Dayle,9.0,1991,1.0,10.0
Morgan,8.0,1991,18.0,26.0
Leo,8.0,1991,,
Findlay,8.0,1991,,
Chris,8.0,1991,,
Bryce,8.0,1991,,
Leon,9.0,1991,,
Lawrie,9.0,1991,,
Kieren,9.0,1991,,
Arron,8.0,1991,1.0,9.0
Charles,81.0,1991,,
George,83.0,1991,,
Derek,85.0,1991,,
Georgie,,1991,2.0,
Gurpreet,,1991,2.0,
Cindy,,1991,2.0,
Darcey,,1991,2.0,
Corran,,1991,2.0,
Jaye,,1991,2.0,
Lesley-Anne,,1991,2.0,
Kayla,,1991,2.0,
Gordon,148.0,1991,,
Joseph,155.0,1991,,
Ian,155.0,1991,,
Graham,157.0,1991,,
Neil,169.0,1991,,
Colin,171.0,1991,,
Euan,174.0,1991,,
Cameron,186.0,1991,,
Iain,187.0,1991,,
Gavin,187.0,1991,,
Kieran,188.0,1991,1.0,189.0
Nicholas,145.0,1991,,
Alan,205.0,1991,,
Dean,212.0,1991,,
Peter,216.0,1991,,
Marc,217.0,1991,,
Graeme,226.0,1991,,
Lee,230.0,1991,14.0,244.0
Fraser,259.0,1991,,
Kyle,262.0,1991,2.0,264.0
Shaun,265.0,1991,1.0,266.0
Jonathan,274.0,1991,1.0,275.0
Adam,294.0,1991,,
Richard,205.0,1991,,
Lewis,296.0,1991,1.0,297.0
Jack,142.0,1991,,
Aaron,141.0,1991,1.0,142.0
Ben,85.0,1991,,
Sam,93.0,1991,3.0,96.0
Dale,93.0,1991,3.0,96.0
Rory,101.0,1991,,
Duncan,101.0,1991,,
Blair,109.0,1991,7.0,116.0
Jason,142.0,1991,,
Douglas,115.0,1991,,
Allan,116.0,1991,,
Kenneth,118.0,1991,,
Conor,120.0,1991,1.0,121.0
Brian,120.0,1991,,
Joshua,123.0,1991,1.0,124.0
Ewan,136.0,1991,,
Stewart,137.0,1991,,
Samuel,138.0,1991,,
Connor,139.0,1991,,
Alistair,115.0,1991,,
Harley,5.0,1991,6.0,11.0
Alexander,299.0,1991,,
Martin,307.0,1991,,
David,1148.0,1991,,
Blaire,,1991,2.0,
Bobbi,,1991,2.0,
Christopher,1105.0,1991,1.0,1106.0
Cailin,,1991,2.0,
Carey,,1991,2.0,
Calum,300.0,1991,,
Andrew,988.0,1991,1.0,989.0
Scott,963.0,1991,,
Grant,311.0,1991,,
Callum,326.0,1991,,
Kevin,358.0,1991,1.0,359.0
Jordan,374.0,1991,37.0,411.0
Liam,377.0,1991,,
William,393.0,1991,,
Thomas,395.0,1991,,
Darren,417.0,1991,,
Gary,444.0,1991,1.0,445.0
Matthew,452.0,1991,,
Stuart,461.0,1991,,
Craig,969.0,1991,1.0,970.0
Stephen,493.0,1991,,
Paul,567.0,1991,,
Sean,610.0,1991,,
Mark,620.0,1991,,
Jamie,627.0,1991,32.0,659.0
Ross,694.0,1991,1.0,695.0
John,701.0,1991,1.0,702.0
Steven,728.0,1991,1.0,729.0
Ryan,790.0,1991,,
Daniel,872.0,1991,1.0,873.0
James,925.0,1991,,
Michael,955.0,1991,,
Robert,495.0,1991,,
Harrison,5.0,1991,,
Haydn,5.0,1991,,
Reagan,1.0,1991,1.0,2.0
Rae,1.0,1991,4.0,5.0
Ruth,1.0,1991,90.0,91.0
Sacha,1.0,1991,4.0,5.0
Ruben,1.0,1991,,
Rian,1.0,1991,,
Robyn,1.0,1991,152.0,153.0
Romi,1.0,1991,,
Rowen,1.0,1991,,
Michele,1.0,1991,8.0,9.0
Morven,1.0,1991,17.0,18.0
Mason,1.0,1991,,
Melissa,1.0,1991,210.0,211.0
Orin,1.0,1991,,
Paris,1.0,1991,6.0,7.0
Nairn,1.0,1991,,
Nicki,1.0,1991,3.0,4.0
Wing,1.0,1991,4.0,5.0
Corrie,4.0,1991,12.0,16.0
Brodie,4.0,1991,3.0,7.0
Blaine,4.0,1991,,
Aiden,4.0,1991,,
Ronnie,5.0,1991,,
Zi,1.0,1991,,
Zia,1.0,1991,,
Zoe,1.0,1991,158.0,159.0
Jaimie,4.0,1991,7.0,11.0
Harris,4.0,1991,,
Frankie,4.0,1991,2.0,6.0
Felix,4.0,1991,,
Spencer,1.0,1991,,
Shannan,1.0,1991,2.0,3.0
Toni,1.0,1991,65.0,66.0
Tayler,1.0,1991,,
Tai,1.0,1991,,
Darcy,,1991,4.0,
Elisha,,1991,4.0,
Amira,,1991,4.0,
Sandie,,1991,5.0,
Agnes,,1991,4.0,
Tegan,,1991,5.0,
Rhian,,1991,4.0,
Shaunie,,1991,4.0,
Jocelyn,,1991,4.0,
Theresa,,1991,6.0,
Barbara,,1991,5.0,
Charley,,1991,5.0,
Freya,,1991,6.0,
Kiran,,1991,6.0,
Sharlene,,1991,6.0,
Marnie,,1991,5.0,
Joni,,1991,5.0,
Joy,,1991,5.0,
Kirstine,,1991,5.0,
